__time,/odrive_axis5/controller_status/active_errors,/odrive_axis5/controller_status/axis_state,/odrive_axis5/controller_status/iq_measured,/odrive_axis5/controller_status/iq_setpoint,/odrive_axis5/controller_status/pos_estimate,/odrive_axis5/controller_status/procedure_result,/odrive_axis5/controller_status/torque_estimate,/odrive_axis5/controller_status/torque_target,/odrive_axis5/controller_status/trajectory_done_flag,/odrive_axis5/controller_status/vel_estimate,/odrive_axis5/odrive_status/active_errors,/odrive_axis5/odrive_status/bus_current,/odrive_axis5/odrive_status/bus_voltage,/odrive_axis5/odrive_status/disarm_reason,/odrive_axis5/odrive_status/fet_temperature,/odrive_axis5/odrive_status/motor_temperature
1766086701.511690,,,,,,,,,,,0.000000000,0.000000000,25.911691666,0.000000000,25.197357178,22.504608154
1766086701.614157,,,,,,,,,,,0.000000000,0.000000000,25.934535980,0.000000000,25.194244385,22.504608154
1766086701.700730,0.000000000,8.000000000,-0.062120676,0.000000000,-25.364210129,1.000000000,-0.059050344,0.000000000,1.000000000,0.000000000,,,,,,
1766086701.710772,,,,,,,,,,,0.000000000,0.000095925,25.920829773,0.000000000,25.197937012,22.504608154
1766086701.810853,,,,,,,,,,,0.000000000,0.000000000,25.913976669,0.000000000,25.198425293,22.504608154
1766086701.910762,,,,,,,,,,,0.000000000,0.000000000,25.920829773,0.000000000,25.200469971,22.504608154
1766086701.950942,0.000000000,8.000000000,0.127893180,0.000000000,-25.364210129,1.000000000,0.121572018,0.000000000,1.000000000,0.000000000,,,,,,
1766086702.010663,,,,,,,,,,,0.000000000,0.000000000,25.927682877,0.000000000,25.200469971,22.504608154
1766086702.113327,,,,,,,,,,,0.000000000,0.000000000,25.923114777,0.000000000,25.201751709,22.504608154
1766086702.200996,0.000000000,8.000000000,0.008496081,0.000000000,-25.364210129,1.000000000,0.008076160,0.000000000,1.000000000,0.000000000,,,,,,
1766086702.210643,,,,,,,,,,,0.000000000,0.000000000,25.929967880,0.000000000,25.202026367,22.504608154
1766086702.310837,,,,,,,,,,,0.000000000,0.000000000,25.923114777,0.000000000,25.203582764,22.504608154
1766086702.410653,,,,,,,,,,,0.000000000,0.000000000,25.923114777,0.000000000,25.204498291,22.504608154
1766086702.450758,0.000000000,8.000000000,-0.132773831,0.000000000,-25.364210129,1.000000000,-0.126211450,0.000000000,1.000000000,0.000000000,,,,,,
1766086702.510832,,,,,,,,,,,0.000000000,0.000000000,25.925397873,0.000000000,25.205200195,22.504608154
1766086702.614045,,,,,,,,,,,0.000000000,0.000042118,26.539896011,0.000000000,25.205566406,22.504608154
1766086702.700943,0.000000000,8.000000000,-0.047359884,0.000000000,-25.364210129,1.000000000,-0.045019105,0.000000000,1.000000000,0.000000000,,,,,,
1766086702.710589,,,,,,,,,,,0.000000000,0.000134490,25.936820984,0.000000000,25.207031250,22.504608154
1766086702.810661,,,,,,,,,,,0.000000000,0.000107446,25.918544769,0.000000000,25.209564209,22.504608154
1766086702.909669,,,,,,,,,,,0.000000000,0.000100479,25.925397873,0.000000000,25.208343506,22.504608154
1766086702.949844,0.000000000,8.000000000,0.019412369,0.000000000,-25.364210129,1.000000000,0.018452913,0.000000000,1.000000000,0.000000000,,,,,,
1766086703.009742,,,,,,,,,,,0.000000000,0.000000000,25.927682877,0.000000000,25.211791992,22.504608154
1766086703.110535,,,,,,,,,,,0.000000000,0.000000000,25.913976669,0.000000000,25.211242676,22.504608154
1766086703.208363,0.000000000,8.000000000,0.092634976,0.000000000,-25.364210129,1.000000000,0.088056475,0.000000000,1.000000000,0.000000000,,,,,,
1766086703.212127,,,,,,,,,,,0.000000000,-0.000000000,25.923114777,0.000000000,25.212249756,22.504608154
1766086703.314434,,,,,,,,,,,0.000000000,0.000019132,25.927682877,0.000000000,25.213439941,22.504608154
1766086703.409688,,,,,,,,,,,0.000000000,0.000000000,25.925397873,0.000000000,25.212585449,22.504608154
1766086703.449903,0.000000000,8.000000000,-0.162435263,0.000000000,-25.364210129,1.000000000,-0.154406846,0.000000000,1.000000000,0.000000000,,,,,,
1766086703.509805,,,,,,,,,,,0.000000000,0.000000000,25.925397873,0.000000000,25.215850830,22.504608154
