__time,/odrive_axis0/odrive_status/active_errors,/odrive_axis0/odrive_status/bus_current,/odrive_axis0/odrive_status/bus_voltage,/odrive_axis0/odrive_status/disarm_reason,/odrive_axis0/odrive_status/fet_temperature,/odrive_axis0/odrive_status/motor_temperature,/odrive_axis1/odrive_status/active_errors,/odrive_axis1/odrive_status/bus_current,/odrive_axis1/odrive_status/bus_voltage,/odrive_axis1/odrive_status/disarm_reason,/odrive_axis1/odrive_status/fet_temperature,/odrive_axis1/odrive_status/motor_temperature,/odrive_axis2/odrive_status/active_errors,/odrive_axis2/odrive_status/bus_current,/odrive_axis2/odrive_status/bus_voltage,/odrive_axis2/odrive_status/disarm_reason,/odrive_axis2/odrive_status/fet_temperature,/odrive_axis2/odrive_status/motor_temperature,/odrive_axis3/odrive_status/active_errors,/odrive_axis3/odrive_status/bus_current,/odrive_axis3/odrive_status/bus_voltage,/odrive_axis3/odrive_status/disarm_reason,/odrive_axis3/odrive_status/fet_temperature,/odrive_axis3/odrive_status/motor_temperature,/odrive_axis4/odrive_status/active_errors,/odrive_axis4/odrive_status/bus_current,/odrive_axis4/odrive_status/bus_voltage,/odrive_axis4/odrive_status/disarm_reason,/odrive_axis4/odrive_status/fet_temperature,/odrive_axis4/odrive_status/motor_temperature,/odrive_axis5/odrive_status/active_errors,/odrive_axis5/odrive_status/bus_current,/odrive_axis5/odrive_status/bus_voltage,/odrive_axis5/odrive_status/disarm_reason,/odrive_axis5/odrive_status/fet_temperature,/odrive_axis5/odrive_status/motor_temperature
1766097775.533895,,,,,,,,,,,,,0.000000000,0.000000000,25.913976669,0.000000000,24.158752441,22.264739990,,,,,,,,,,,,,,,,,,
1766097775.534512,0.000000000,0.000000000,25.929967880,0.000000000,23.785339355,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.539630,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.907123566,0.000000000,23.678222656,25.118865967,,,,,,
1766097775.540058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.945957184,0.000000000,23.783294678,21.882568359
1766097775.626320,,,,,,,,,,,,,,,,,,,0.000000000,0.000007177,25.929967880,0.000000000,23.836212158,22.893676758,,,,,,,,,,,,
1766097775.631963,,,,,,,0.000000000,0.000000000,25.939104080,0.000000000,24.260131836,25.424194336,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.633537,0.000000000,0.000000000,25.868289948,0.000000000,23.783691406,22.372497559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766097775.634898,,,,,,,,,,,,,0.000000000,0.000000000,25.945957184,0.000000000,24.160736084,22.262817383,,,,,,,,,,,,,,,,,,
1766097775.639148,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,-0.000000000,25.891132355,0.000000000,23.680206299,25.118865967,,,,,,
1766097775.640427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000000,0.000000000,25.929967880,0.000000000,23.783966064,21.882568359
